rank,company,growth,revenue_range,employee_growth,year_founded,industry,city,state,profile_url
"2,955",ALL4,139%,Locked,Locked,Locked,Environmental Services,Kimberton,PA,https://www.inc.com/profile/all4
"2,956",EdTheory,139%,Locked,Locked,Locked,Education,Pleasanton,CA,https://www.inc.com/profile/edtheory
"2,957",SMACT Works,139%,Locked,Locked,Locked,IT Services,Dublin,OH,https://www.inc.com/profile/smact-works
"2,958",Knowtion Health,139%,Locked,Locked,Locked,Business Products & Services,Boca Raton,FL,https://www.inc.com/profile/knowtion-health
"2,959",Muserk,138%,Locked,Locked,Locked,"Media, Arts & Entertainment",Nashville,TN,https://www.inc.com/profile/muserk
"2,960",HCR Group,138%,Locked,Locked,Locked,Construction,Baldwin Park,CA,https://www.inc.com/profile/highland-commercial-roofing
"2,962",PACIV,138%,Locked,Locked,Locked,Manufacturing,Grand Rapids,MI,https://www.inc.com/profile/paciv
"2,964",Proforma Marketing Essentials,138%,Locked,Locked,Locked,Business Products & Services,Powhatan,VA,https://www.inc.com/profile/proforma-marketing-essentials
"2,966",Telling Ministries,138%,Locked,Locked,Locked,Software,Crossville,TN,https://www.inc.com/profile/telling-ministries
"2,967",Jones Law Firm,138%,Locked,Locked,Locked,Legal,Centennial,CO,https://www.inc.com/profile/jones-law-firm
"2,968",BuiltRight Industries,138%,Locked,Locked,Locked,Consumer Products,New Milford,CT,https://www.inc.com/profile/builtright-industries
"2,969",Steadfast City Economic & Community Partners,138%,Locked,Locked,Locked,Real Estate,St. Louis,MO,https://www.inc.com/profile/steadfast-city-economic--community-partners
"2,970",ESS Companies,138%,Locked,Locked,Locked,Construction,Columbia,MO,https://www.inc.com/profile/ess-companies
"2,971",Stirista,138%,Locked,Locked,Locked,"Advertising, Marketing & PR",San Antonio,TX,https://www.inc.com/profile/stirista
"2,972",Parts Town Unlimited,137%,Locked,Locked,Locked,Logistics & Transportation,Addison,IL,https://www.inc.com/profile/parts-town
"2,973",Axis Solar,137%,Locked,Locked,Locked,Energy,Austin,TX,https://www.inc.com/profile/axis-solar
"2,975",Killer Sheep Media,137%,Locked,Locked,Locked,"Media, Arts & Entertainment",Keller,TX,https://www.inc.com/profile/killer-sheep-media
"2,976",Authentic,137%,Locked,Locked,Locked,"Advertising, Marketing & PR",Minneapolis,MN,https://www.inc.com/profile/authentic-brand
"2,977",DEBOER'S AUTO,137%,Locked,Locked,Locked,Consumer Services,Hamburg,NJ,https://www.inc.com/profile/deboers-auto
"2,978",Nano Hearing Aids,137%,Locked,Locked,Locked,Consumer Products,La Jolla,CA,https://www.inc.com/profile/Nano-Hearing-Aids
"2,979",Gray Analytics,137%,Locked,Locked,Locked,Security,Huntsville,AL,https://www.inc.com/profile/gray-analytics
"2,980",TerraSlate,137%,Locked,Locked,Locked,Business Products & Services,Englewood,CO,https://www.inc.com/profile/terraslate
"2,981",Ventura MedStaff,137%,Locked,Locked,Locked,Human Resources,Omaha,NE,https://www.inc.com/profile/ventura-medstaff
"2,982",Momentum Digital,137%,Locked,Locked,Locked,"Advertising, Marketing & PR",Philadelphia,PA,https://www.inc.com/profile/momentum-digital
"2,983",Aptive,137%,Locked,Locked,Locked,Government Services,Alexandria,VA,https://www.inc.com/profile/aptive-resources
"2,984",Skynet Innovations,137%,Locked,Locked,Locked,IT Services,Cincinnati,OH,https://www.inc.com/profile/skynet-innovations
"2,985",CoreView,137%,Locked,Locked,Locked,Software,Washington,DC,https://www.inc.com/profile/coreview
"2,986",Bent River Machine,136%,Locked,Locked,Locked,Manufacturing,Clarkdale,AZ,https://www.inc.com/profile/bent-river-machine
"2,987",Proforma Color Press,136%,Locked,Locked,Locked,Business Products & Services,Ventura,CA,https://www.inc.com/profile/proforma-color-press
"2,988",DemandLab,136%,Locked,Locked,Locked,Business Products & Services,jenkintown,PA,https://www.inc.com/profile/demandlab
"2,990",Elk Horn Painting,136%,Locked,Locked,Locked,Construction,Castle Rock,CO,https://www.inc.com/profile/elk-horn-painting
"2,991",Harmony Luxury Furniture,136%,Locked,Locked,Locked,Retail,Pompano Beach,FL,https://www.inc.com/profile/harmony-luxury-furniture
"2,992",vine electric,136%,Locked,Locked,Locked,Construction,Vacaville,CA,https://www.inc.com/profile/vine-electric
"2,993",Digital Yalo,136%,Locked,Locked,Locked,"Advertising, Marketing & PR",Atlanta,GA,https://www.inc.com/profile/digital-yalo
"2,994",Atlas Painting and Sheeting,136%,Locked,Locked,Locked,Construction,Amherst,NY,https://www.inc.com/profile/atlas-painting-and-sheeting
"2,995",HRSoft,136%,Locked,Locked,Locked,Software,Denver,CO,https://www.inc.com/profile/HRsoft
"2,997",Tire Agent,136%,Locked,Locked,Locked,Consumer Products,Hoboken,NJ,https://www.inc.com/profile/tire-agent
"2,998",Mike Agruss Law,136%,Locked,Locked,Locked,Legal,Oak Brook,IL,https://www.inc.com/profile/mike-agruss-law
"2,999",INTELLIBEE,136%,Locked,Locked,Locked,IT Services,Detroit,MI,https://www.inc.com/profile/Intellibee
"3,000",Portnox,136%,Locked,Locked,Locked,Software,Austin,TX,https://www.inc.com/profile/portnox
"3,001",E Squared Marketing,136%,Locked,Locked,Locked,"Advertising, Marketing & PR",Scottsdale,AZ,https://www.inc.com/profile/e-squared-marketing
"3,002",Constellation Marketing,135%,Locked,Locked,Locked,"Advertising, Marketing & PR",Atlanta,GA,https://www.inc.com/profile/constellation-marketing
"3,003",Tapville,135%,Locked,Locked,Locked,Travel & Hospitality,Naperville,IL,https://www.inc.com/profile/tapville
"3,004",HONEYCOMB HOME DESIGN,135%,Locked,Locked,Locked,Construction,Arroyo Grande,CA,https://www.inc.com/profile/honeycomb-home-design
"3,005",cb20,135%,Locked,Locked,Locked,IT Services,Saratoga Springs,NY,https://www.inc.com/profile/cb20
"3,007",Egglife Foods,135%,Locked,Locked,Locked,Food & Beverage,Wolcott,IN,https://www.inc.com/profile/egglife-foods
"3,008",RocketReach,135%,Locked,Locked,Locked,Business Products & Services,Albany,NY,https://www.inc.com/profile/rocketreach
"3,009",The NOW Massage,135%,Locked,Locked,Locked,Consumer Services,Beverly Hills,CA,https://www.inc.com/profile/the-now-massage
"3,010",REEP Companies,135%,Locked,Locked,Locked,Real Estate,San Antonio,TX,https://www.inc.com/profile/reep-companies
"3,011","Blanton's Air, Plumbing & Electric",135%,Locked,Locked,Locked,Consumer Services,FAYETTEVILLE,NC,https://www.inc.com/profile/blantons-air-plumbing-electric
"3,012",Spotter Staffing,135%,Locked,Locked,Locked,Human Resources,Chicago,IL,https://www.inc.com/profile/spotter-staffing
"3,013",SVI,135%,Locked,Locked,Locked,Software,Lewisville,TX,https://www.inc.com/profile/svi
"3,014",Sysdig,135%,Locked,Locked,Locked,Security,San Francisc,CA,https://www.inc.com/profile/sysdig
"3,015",We Sell Restaurants,135%,Locked,Locked,Locked,Real Estate,Palm Coast,FL,https://www.inc.com/profile/we-sell-restaurants
"3,017",Performance Architects,135%,Locked,Locked,Locked,Business Products & Services,Boston,MA,https://www.inc.com/profile/performance-architects
"3,018",ECP SOLUTIONS,135%,Locked,Locked,Locked,Energy,Houston,TX,https://www.inc.com/profile/equipment-coordination-prof
"3,019",Synergy Search,135%,Locked,Locked,Locked,Business Products & Services,West Friendship,MD,https://www.inc.com/profile/synergy-search
"3,021",The Pillars Christian Learning Centers,135%,Locked,Locked,Locked,Education,San Antonio,TX,https://www.inc.com/profile/the-pillars-christian-learning-centers
"3,022",WISE Digital Partners,134%,Locked,Locked,Locked,"Advertising, Marketing & PR",San Diego,CA,https://www.inc.com/profile/wise-digital-partners
"3,023",Nomad,134%,Locked,Locked,Locked,Business Products & Services,New York,NY,https://www.inc.com/profile/nomad
"3,024",Section Stack,134%,Locked,Locked,Locked,Business Products & Services,Richardson,TX,https://www.inc.com/profile/section-stack
"3,025",Temperature Control Services,134%,Locked,Locked,Locked,Engineering,Advance,IN,https://www.inc.com/profile/temperature-control-services
"3,026",Plow Networks,134%,Locked,Locked,Locked,IT Services,Brentwood,TN,https://www.inc.com/profile/plow-networks
"3,027",Pivot Supply Chain Solutions,134%,Locked,Locked,Locked,Logistics & Transportation,Lisle,IL,https://www.inc.com/profile/pivot-supply-chain-solutions
"3,028",Detail Cleaning Services,134%,Locked,Locked,Locked,Consumer Services,Houston,TX,https://www.inc.com/profile/detail-cleaning-services
"3,029",Phenom,134%,Locked,Locked,Locked,Software,Ambler,PA,https://www.inc.com/profile/phenom-people
"3,030",State Plate,134%,Locked,Locked,Locked,Business Products & Services,Vancouver,WA,https://www.inc.com/profile/state-plate
"3,032",Consumer Fusion,134%,Locked,Locked,Locked,Software,Carlsbad,CA,https://www.inc.com/profile/consumer-fusion
"3,033",Episode Four,134%,Locked,Locked,Locked,"Advertising, Marketing & PR",New York,NY,https://www.inc.com/profile/episode-four
"3,034",Caldwell Intellectual Property Law,134%,Locked,Locked,Locked,Legal,boston,MA,https://www.inc.com/profile/caldwell-intellectual-property-law
"3,035",Trust Consulting Services,134%,Locked,Locked,Locked,Government Services,Washington,DC,https://www.inc.com/profile/Trust-Consulting-Services
"3,036",RackNerd,133%,Locked,Locked,Locked,Telecommunications,Rancho Cucamonga,CA,https://www.inc.com/profile/RackNerd-LLC
"3,037",Hargrave Family Law,133%,Locked,Locked,Locked,Legal,Dallas,TX,https://www.inc.com/profile/hargrave-family-law
"3,039",Texans It Services,133%,Locked,Locked,Locked,IT Services,Katy,TX,https://www.inc.com/profile/texans-it-services
"3,040",Revive Restoration,133%,Locked,Locked,Locked,Construction,Madison,WI,https://www.inc.com/profile/revive-restoration
"3,041",ShieldCo,133%,Locked,Locked,Locked,Manufacturing,Frederick,MD,https://www.inc.com/profile/shieldco
"3,042",Cordial,133%,Locked,Locked,Locked,Software,San Diego,CA,https://www.inc.com/profile/cordial
"3,043",Thrive Aviation,133%,Locked,Locked,Locked,Travel & Hospitality,Henderson,NV,https://www.inc.com/profile/thrive-aviation
"3,045",Caladwich Consulting,133%,Locked,Locked,Locked,Government Services,Annandale,VA,https://www.inc.com/profile/caladwich-consulting
"3,047",JadyK,133%,Locked,Locked,Locked,Human Resources,Mount Juliet,TN,https://www.inc.com/profile/jadyk
"3,048",Delta Millworks,133%,Locked,Locked,Locked,Manufacturing,Austin,TX,https://www.inc.com/profile/delta-millworks-us
"3,049",70E Solutions,133%,Locked,Locked,Locked,Business Products & Services,Butler,PA,https://www.inc.com/profile/70e-solutions
"3,050",My Corporate Expressions,133%,Locked,Locked,Locked,Business Products & Services,Houston,TX,https://www.inc.com/profile/my-orate-expressions
"3,051",NICEFY,133%,Locked,Locked,Locked,Consumer Products,TORRANCE,CA,https://www.inc.com/profile/nicefy
"3,052",THINK AI CONSULTING,133%,Locked,Locked,Locked,IT Services,IRVINE,CA,https://www.inc.com/profile/think-ai-consulting
"3,055",Third Stage Consulting Group,133%,Locked,Locked,Locked,IT Services,Englewood,CO,https://www.inc.com/profile/third-stage-consulting-group
"3,056",Key Choice Group,133%,Locked,Locked,Locked,Human Resources,Mechanicsville,VA,https://www.inc.com/profile/key-choice-group
"3,057",MetaSense,132%,Locked,Locked,Locked,Human Resources,Voorhees,NJ,https://www.inc.com/profile/metasense
"3,058",Cuready,132%,Locked,Locked,Locked,Human Resources,Greenwood Village,CO,https://www.inc.com/profile/cuready
"3,060",Cirrus Group Consulting,132%,Locked,Locked,Locked,Business Products & Services,Sheridan,WY,https://www.inc.com/profile/cirrus-group-consulting
"3,061","Lee's Air, Plumbing, & Heating",132%,Locked,Locked,Locked,Consumer Services,Fresno,CA,https://www.inc.com/profile/lees-air-conditioning-heating-building-performance
"3,063",Motivosity,132%,Locked,Locked,Locked,Software,Lehi,UT,https://www.inc.com/profile/motivosity
"3,064",Alaska Premier Auctions & Appraisals,132%,Locked,Locked,Locked,Business Products & Services,Anchorage,AK,https://www.inc.com/profile/alaska-premier-auctions--appraisals
"3,066",Eagan Immigration,132%,Locked,Locked,Locked,Legal,McLean,VA,https://www.inc.com/profile/eagan-immigration
"3,067",Triterra,132%,Locked,Locked,Locked,Environmental Services,Lansing,MI,https://www.inc.com/profile/triterra
"3,070",The Morgan Law Group,131%,Locked,Locked,Locked,Legal,Coral Gables,FL,https://www.inc.com/profile/the-morgan-law-group-pa
"3,071",OptConnect,131%,Locked,Locked,Locked,Business Products & Services,Kaysville,UT,https://www.inc.com/profile/optconnect
"3,072",M&M Productions USA,131%,Locked,Locked,Locked,Travel & Hospitality,Oak Ridge,TN,https://www.inc.com/profile/mm-productions-usa
"3,073",RelPro,131%,Locked,Locked,Locked,Software,Short Hills,NJ,https://www.inc.com/profile/relpro
"3,075",Peter Holtz CPA,131%,Locked,Locked,Locked,Business Products & Services,Manteca,CA,https://www.inc.com/profile/peter-holtz-cpa
"3,076",DataDome,131%,Locked,Locked,Locked,Software,New York,NY,https://www.inc.com/profile/datadome
"3,077",Burtch Works,131%,Locked,Locked,Locked,Human Resources,Evanston,IL,https://www.inc.com/profile/burtch-works
"3,078",College hunks Moving Houston,131%,Locked,Locked,Locked,Consumer Services,Bellaire,TX,https://www.inc.com/profile/college-hunks-moving-houston
"3,079",Soapbox,131%,Locked,Locked,Locked,Consumer Products,Washington,DC,https://www.inc.com/profile/soapbox
"3,080",Builden Partners,131%,Locked,Locked,Locked,"Advertising, Marketing & PR",Chicago,IL,https://www.inc.com/profile/builden-partners
"3,082",NJR Construction,131%,Locked,Locked,Locked,Construction,Gastonia,NC,https://www.inc.com/profile/njr-construction
"3,083",Alderson Loop,131%,Locked,Locked,Locked,Business Products & Services,Sykesville,MD,https://www.inc.com/profile/alderson_loop
"3,084",OCCU-TEC,131%,Locked,Locked,Locked,Environmental Services,North Kansas City,MO,https://www.inc.com/profile/occu-tec
"3,085",erase.com,131%,Locked,Locked,Locked,"Advertising, Marketing & PR",Miami,FL,https://www.inc.com/profile/erasecom
"3,086","Rudd Plumbing, Heating and Air",131%,Locked,Locked,Locked,Construction,Moncks Corner,SC,https://www.inc.com/profile/rudd-plumbing-heating-and-air
"3,088",Scarlet Letter Beverage Co.,131%,Locked,Locked,Locked,Manufacturing,Springdale,AR,https://www.inc.com/profile/scarlet-letter-beverage-co
"3,089",Marble Box,131%,Locked,Locked,Locked,Business Products & Services,Chicago,IL,https://www.inc.com/profile/marble-box
"3,090",Violet PR,131%,Locked,Locked,Locked,"Advertising, Marketing & PR",Montclair,NJ,https://www.inc.com/profile/violet-pr
"3,091",Proforma Spectrum Graphics Unlimited,131%,Locked,Locked,Locked,Business Products & Services,Fairfield,NJ,https://www.inc.com/profile/proforma-spectrum-graphics-unlimited
"3,094",Next Meters,130%,Locked,Locked,Locked,Engineering,Providence,UT,https://www.inc.com/profile/next-meters
"3,095",Mitotec Precision,130%,Locked,Locked,Locked,Manufacturing,Necedah,WI,https://www.inc.com/profile/mitotec-precision
"3,096",Dealership Performance CRM,130%,Locked,Locked,Locked,Software,Wilsonville,OR,https://www.inc.com/profile/dealership-performance-crm
"3,097",TapeManBlue,130%,Locked,Locked,Locked,Consumer Products,Newtown,PA,https://www.inc.com/profile/tapemanblue
"3,098",Down Payment Resource,130%,Locked,Locked,Locked,Software,Atlanta,GA,https://www.inc.com/profile/down-payment-resource
"3,099",Haig Service,130%,Locked,Locked,Locked,Security,Green Brook,NJ,https://www.inc.com/profile/haig-service
"3,100",ID.me,130%,Locked,Locked,Locked,Security,McLean,VA,https://www.inc.com/profile/idme
"3,101",Proseer,130%,Locked,Locked,Locked,Business Products & Services,Fort Lauderdale,FL,https://www.inc.com/profile/proseer
"3,103",TransLoop,130%,Locked,Locked,Locked,Logistics & Transportation,Chicago,IL,https://www.inc.com/profile/transloop
"3,105",Meridian Partners,130%,Locked,Locked,Locked,IT Services,Miami Beach,FL,https://www.inc.com/profile/meridian-partners
"3,106",Wonderist Agency,130%,Locked,Locked,Locked,"Advertising, Marketing & PR",San Diego,CA,https://www.inc.com/profile/wonderist-agency
"3,107",Cosmo Cabinets,130%,Locked,Locked,Locked,Construction,Eatonton,GA,https://www.inc.com/profile/cosmo-cabinets
"3,108",Casey Creative,130%,Locked,Locked,Locked,Business Products & Services,Bermuda Run,NC,https://www.inc.com/profile/casey-creative-powered-by-proforma
"3,109",Ecosystem Planning & Restoration,130%,Locked,Locked,Locked,Environmental Services,TOMBALL,TX,https://www.inc.com/profile/ecosystem-planning-and-restoration
"3,110",AE Works,130%,Locked,Locked,Locked,Engineering,Pittsburgh,PA,https://www.inc.com/profile/ae-works
"3,111",SmartphonesPLUS,130%,Locked,Locked,Locked,Consumer Services,Hiawatha,IA,https://www.inc.com/profile/smartphonesplus
"3,112",Society 18,130%,Locked,Locked,Locked,"Advertising, Marketing & PR",North Hollywood,CA,https://www.inc.com/profile/society-18
"3,113",Innersense Organic Beauty,129%,Locked,Locked,Locked,Consumer Products,Concord,CA,https://www.inc.com/profile/innersense-organic-beauty
"3,114",Peaxy,129%,Locked,Locked,Locked,Software,San Jose,CA,https://www.inc.com/profile/peaxy
"3,116",American Shower Glass,129%,Locked,Locked,Locked,Construction,Tampa,FL,https://www.inc.com/profile/american-shower-glass
"3,118",Solen Software Group,129%,Locked,Locked,Locked,Software,Salt Lake City,UT,https://www.inc.com/profile/solen-software-group
"3,119",CleanChoice Janitorial,129%,Locked,Locked,Locked,Business Products & Services,Gilbert,AZ,https://www.inc.com/profile/cleanchoice-janitorial
"3,120",ImagineX,129%,Locked,Locked,Locked,IT Services,Atlanta,GA,https://www.inc.com/profile/imaginex-consulting-lp
"3,121",Groth Makarenko Kaiser & Eidex,129%,Locked,Locked,Locked,Legal,Duluth,GA,https://www.inc.com/profile/groth-makarenko-kaiser
"3,123",ThrivePass,129%,Locked,Locked,Locked,Software,Denver,CO,https://www.inc.com/profile/thrivepass
"3,124",Trainual,129%,Locked,Locked,Locked,Software,Tempe,AZ,https://www.inc.com/profile/Trainual
